source,created_at,text,labeled_period,id
Android,2016-02-04T03:11:26Z,Sanders says he wants to run against me because he doesn't want to run against me. He would be so easy to beat!,1,1315
iPhone,2016-02-04T06:33:27Z,"Thank you @billoreilly &amp; @KarlRove. Ted Cruz should be immediately disqualified in Iowa, with each candidate moving up one notch.",1,1316
iPhone,2016-02-04T06:35:50Z,#ICYMI: @KarlRove &amp; @oreillyfactor discuss what Ted Cruz did to the great people of Iowa- as they went to vote. https://t.co/Tv0FNezxse,1,1317
iPhone,2016-02-04T06:38:05Z,"This is the Cruz voter violation certificate sent to everyone, a misdemeanor at minimum. https://t.co/tMav17UGkf",1,1318
iPhone,2016-02-04T14:26:49Z,"Politicians are trying to chip away at the 2nd Amendment. I won’t let them take away our guns! #Trump2016
Watch: https://t.co/zl4sMjmOUc",1,1319
iPhone,2016-02-04T16:12:24Z,"Taking a helicopter to New Hampshire, boarding now. Amazing activity planned. New UMASS poll, very nice! https://t.co/xFvGE0dRlA",1,1320
iPhone,2016-02-04T22:28:58Z,I will be interviewed by Anderson Cooper at 8pm on @CNN from New Hampshire. Should be very interesting!,1,1321
Android,2016-02-05T01:03:23Z,Watch @AC360 on NOW! @CNN,1,1322
iPhone,2016-02-05T16:32:30Z,"Join us Monday, February 8th @ the Verizon Wireless Arena in Manchester, New Hampshire! #FITN #NHPolitics #Trump2016 https://t.co/HVfhtJ6O6Z",1,1323
iPhone,2016-02-05T17:46:58Z,"Live Free or Die: A motto for the whole country to follow. #NewHampshire #FITN #VoteTrumpNH 
https://t.co/W04ezOy28v",1,1324
iPhone,2016-02-05T21:12:15Z,"Heading to South Carolina, really big crowd! Will be back in New Hampshire tomorrow.
#MakeAmericaGreatAgain",1,1325
iPhone,2016-02-05T22:53:20Z,"Join me at Clemson University on Wednesday, February 10th! #MakeAmericaGreatAgain
https://t.co/X6tp1bpIhi",1,1326
iPhone,2016-02-06T02:01:35Z,"Really dumb @CheriJacobus. Begged my people for a job. Turned her down twice and she went hostile. Major loser, zero credibility!",1,1327
iPhone,2016-02-06T02:08:16Z,"10,000 people in South Carolina, unbelievable evening! Will be in New Hampshire tomorrow- love it. https://t.co/tF033Yjhu3",1,1328
iPhone,2016-02-06T02:42:58Z,"I told you so. Our country totally lost control of illegal immigration, even with criminals. 
https://t.co/IZgZqr6BgB",1,1329
iPhone,2016-02-06T02:51:26Z,It never ends!  https://t.co/vdErsfh5H6,1,1330
iPhone,2016-02-06T03:10:23Z,"I said this was happening long ago- I will stop this immediately! 
https://t.co/IWXGbBVwvT",1,1331
iPhone,2016-02-06T03:20:34Z,"Border agent: ""We might as well abolish our immigration laws altogether""
https://t.co/LsrIXzCyJr",1,1332
Android,2016-02-06T14:37:35Z,"Wow, Jeb Bush, whose campaign is a total disaster, had to bring in mommy to take a slap at me. Not nice!",1,1333
iPhone,2016-02-06T15:18:18Z,The New Hampshire drug epidemic must stop. If elected POTUS- I will create borders &amp; the drugs will stop pouring in. https://t.co/YdEnhqdTbS,1,1334
iPhone,2016-02-06T17:37:49Z,"Join me tomorrow in Plymouth, New Hampshire! #FITN #NHPrimary 
https://t.co/zQscD1mCwM",1,1335
Android,2016-02-06T21:40:04Z,I love New Hampshire - will be an exciting evening!,1,1336
iPhone,2016-02-07T00:14:01Z,"Come join us at the Verizon Wireless Center- Manchester, New Hampshire on 2/8! Register now: https://t.co/xK5HYX226k https://t.co/zjRpnoV2ih",1,1337
iPhone,2016-02-07T13:19:33Z,I will be on State of the Union @CNN with @jaketapper at 9am. Enjoy!,1,1338
iPhone,2016-02-07T13:43:47Z,I am on @foxandfriends now! Tune in!,1,1339
iPhone,2016-02-07T13:46:44Z,I will be on Meet the Press with Chuck Todd on NBC this morning. Enjoy! https://t.co/EIYyfFtnPs,1,1340
iPhone,2016-02-07T16:29:09Z,"Great to meet everyone while having breakfast @ChezVachon this morning! #FITN #VoteTrumpNH
https://t.co/25UwkinUOd https://t.co/bmZvSmWe7Y",1,1341
iPhone,2016-02-07T20:05:00Z,"We are going to have a big event at the Verizon Wireless Arena in Manchester, New Hampshire! 5K+! Join us tomorrow: https://t.co/HVfhtIPcIp",1,1342
iPhone,2016-02-07T20:20:56Z,Thank you Newt!  https://t.co/6FkwdpI0Oj,1,1343
iPhone,2016-02-07T21:35:50Z,"Thank you- Plymouth, New Hampshire! #FITN #NHPrimary https://t.co/1hzn6iZIEw",1,1344
iPhone,2016-02-07T22:40:07Z,I am in New Hampshire having a great time! Loved the #GOPDebate last night! Everybody enjoy the Super Bowl. #SuperBowlSunday #SB50,1,1345
Android,2016-02-08T02:03:31Z,So far the Super Bowl is very boring - not nearly as exciting as politics - MAKE AMERICA GREAT AGAIN!,1,1346
Android,2016-02-08T12:01:01Z,"My two wonderful sons, Don and Eric, will be on @foxandfriends at 7:02 - now! Enjoy.",1,1347
Android,2016-02-08T12:20:11Z,Jeb Bush has zero communication skills so he spent a fortune of special interest money on a Super Bowl ad. He is a weak candidate!,1,1348
iPhone,2016-02-08T16:29:53Z,"Thank you for your support at this mornings Town Hall- in Salem, New Hampshire. #FITN #NHPrimary https://t.co/4m6dabtxCV",1,1349
iPhone,2016-02-08T16:33:15Z,Jeb Bush is desperate - strongly in favor of #CommonCore and very weak on illegal immigration.,1,1350
iPhone,2016-02-08T16:38:00Z,Everybody is laughing at Jeb Bush-spent $100 million and is at bottom of pack. A pathetic figure!,1,1351
iPhone,2016-02-08T18:30:59Z,America needs strong leadership. Politicians can talk but they don’t get things done. Video: https://t.co/YwZdQdzKcz https://t.co/lBXXyuZAcO,1,1352
iPhone,2016-02-08T19:43:20Z,"Today's third stop- Londonderry, New Hampshire! Thank you!
#FITN #VoteTrumpNH https://t.co/pRpcxaZ7ov",1,1353
iPhone,2016-02-08T19:47:18Z,"Now that Bush has wasted $120 million of special interest money on his failed campaign, he says he would end super PACs. Sad!",1,1354
iPhone,2016-02-08T22:21:41Z,"#VoteTrumpNH #NHPrimary #FITN
https://t.co/p4XCxNkXQO",1,1355
iPhone,2016-02-09T02:20:29Z,"Thank you, New Hampshire! 
#FITN #NHPrimary #VoteTrumpNH  
Voting questions? https://t.co/BmZyKQOZJJ https://t.co/1tZfqVETrX",1,1356
iPhone,2016-02-09T04:06:58Z,"Thank you, New Hampshire! #FITN https://t.co/uZItWkqQZa",1,1357
Android,2016-02-09T12:00:30Z,"Remember @JebBush wants COMMON CORE (education from D.C.) and is very weak on ILLEGAL IMMIGRATION (""come as act of love""). Not a leader!",1,1358
Android,2016-02-09T12:08:19Z,"I know the ""Governors"" and Jeb Bush, who has gone nasty with lies, is by far the weakest of the lot. His family used private eminent domain!",1,1359
Android,2016-02-09T12:16:37Z,No-one has done more for people with disabilities than me. I have spent many millions of dollars to help out-and am happy to have done so!,1,1360
Android,2016-02-09T12:23:37Z,The polls are now showing that I am the best to win the GENERAL ELECTION. States that are never in play for Repubs will be won by me. Great!,1,1361
Android,2016-02-09T13:32:26Z,I will be interviewed on @foxandfriends at 8:40. A.M. Enjoy!,1,1362
Android,2016-02-09T13:37:11Z,MAKE AMERICA GREAT AGAIN!,1,1363
iPhone,2016-02-09T14:21:19Z,"Thank you for a great night at the Verizon Wireless Arena- New Hampshire! #VoteTrumpNH
#MakeAmericaGreatAgain #FITN https://t.co/pbt7gDaw7y",1,1364
iPhone,2016-02-09T14:32:14Z,"A message to the great people of New Hampshire on this important day! #VoteTrumpNH 
Video: https://t.co/7S2f2GSMB8 https://t.co/9WwRWnvqiv",1,1365
iPhone,2016-02-09T15:20:59Z,"You can find your polling locations at: 
https://t.co/BmZyKQOZJJ #FITN #NHPrimary #VoteTrumpNH https://t.co/8lREIqhIuN",1,1366
Android,2016-02-09T16:46:17Z,New Hampshire vote today -  MAKE AMERICA GREAT AGAIN!,1,1367
Android,2016-02-09T21:40:19Z,"ISIS is making big threats today - no respect for U.S.A. or our ""leader"" - If I win it will be a very different story,with very fast results",1,1368
Android,2016-02-09T22:15:34Z,We will immediately repeal and replace ObamaCare - and nobody can do that like me. We will save $'s and have much better healthcare!,1,1369
Android,2016-02-09T22:19:31Z,We will stop heroin and other drugs from coming into New Hampshire from our open southern border. We will build a WALL and have security.,1,1370
iPhone,2016-02-10T03:38:08Z,"Thank you, New Hampshire! Departing with my amazing family now! #FITN #NHPrimary
https://t.co/rbFfcq8gQq https://t.co/73aoZk8uMG",1,1371
Android,2016-02-10T03:38:27Z,"Thank you to the people of  New Hampshire, I love you! Now, off to South Carolina.",1,1372
iPhone,2016-02-10T12:58:39Z,"Dopey Mort Zuckerman, owner of the worthless @NYDailyNews, has a major inferiority complex. Paper will close soon!",1,1373
iPhone,2016-02-10T12:59:43Z,"Worthless @NYDailyNews, which dopey Mort Zuckerman, is desperately trying to sell, has no buyer! Liabilities are massive!",1,1374
iPhone,2016-02-10T13:00:20Z,"Like the worthless @NYDailyNews, looks like @politico will be going out of business. Bad reporting- no money, no cred!",1,1375
Android,2016-02-10T13:37:25Z,Such a great experience in New Hampshire - amazing people! Will be leaving for a big event in South Carolina today.,1,1376
Android,2016-02-10T15:22:51Z,"So funny, Jeb Bush called me a ""highly gifted politician and a great entertainer"" - I assume that is a compliment!",1,1377
Android,2016-02-10T23:49:21Z,Big speech tonight in South Carolina - 7:00 P.M. Tremendous crowd!,1,1378
Android,2016-02-11T01:34:25Z,I was referring to the fact that Jeb Bush wants to keep common core.,1,1379
iPhone,2016-02-11T02:12:19Z,"THANK YOU- Clemson, South Carolina! #MakeAmericaGreatAgain #SCPrimary https://t.co/FgACmaFxxc",1,1380
iPhone,2016-02-11T02:51:40Z,I have been consistent in my opposition to Common Core. Get rid of Common Core--- keep education local!,1,1381
Android,2016-02-11T14:13:09Z,There are no buyers for the worthless @NYDailyNews but little Mort Zuckerman is frantically looking. It is bleeding red ink - a total loser!,1,1382
Android,2016-02-11T15:11:56Z,"Jeb Bush spent more than $40,000,000 in New Hampshire to come in 4 or 5, I spent $3,000,000 to come in 1st. Big difference in capability!",1,1383
Android,2016-02-11T16:14:10Z,"Remember, it was the Republican Party, with the help of Conservatives, that made so many promises to their base, BUT DIDN'T KEEP THEM! Hi DT",1,1384
Android,2016-02-11T16:51:04Z,He (or she) who hesitates is lost: MAKE AMERICA GREAT AGAIN!,1,1385
Android,2016-02-11T19:45:59Z,Jeb failed as Jeb! He gave up and enlisted Mommy and his brother (who got us into the quicksand of Iraq). Spent $120 million.Weak-no chance!,1,1386
Android,2016-02-11T20:39:33Z,"We are getting reports from many voters that the Cruz people are back to doing very sleazy and dishonest ""pushpolls"" on me. We are watching!",1,1387
iPhone,2016-02-11T23:03:54Z,"Heading to Baton Rouge, Louisiana for a speech. Expecting a very large crowd! See you soon. #Trump2016 
#MakeAmericaGreatAgain",1,1388
iPhone,2016-02-12T00:44:06Z,Cruz caught cold in lie after denial of push polls like lies w/ @RealBenCarson. How can he preach Christian values? https://t.co/p3yGL02ABA,1,1389
iPhone,2016-02-12T01:06:30Z,"Just landed in Baton Rouge, Louisiana. Reports are out that lines are three quarters of a mile to get in. Wow! #MakeAmericaGreatAgain",1,1390
iPhone,2016-02-12T03:28:28Z,"THANK YOU- Baton Rouge, Louisiana! WE will #MakeAmericaGreatAgain! #Trump2016 https://t.co/XV7EIe7A2l",1,1391
iPhone,2016-02-12T04:10:52Z,Weak JEB getting thrown out by management during speech. Do you think he will be this tough on Putin &amp; others?  https://t.co/Tqej1euLVL,1,1392
iPhone,2016-02-12T04:20:33Z,"Lying Cruz put out a statement, “Trump &amp; Rubio are w/Obama on gay marriage."" Cruz is the worst liar, crazy or very dishonest. Perhaps all 3?",1,1393
iPhone,2016-02-12T12:03:41Z,How can Ted Cruz be an Evangelical Christian when he lies so much and is so dishonest?,1,1394
iPhone,2016-02-12T14:48:17Z,"NEVADA! Tomorrow is the deadline to register Republican.

Visit: https://t.co/bHZ4JVckOp

Message from @IvankaTrump: https://t.co/SZTq1QOXEg",1,1395
iPhone,2016-02-12T18:22:06Z,"Nothing conservative about the Club for Growth coming into my office and demanding a $1M contribution, which naturally, they did not get.",1,1396
iPhone,2016-02-12T18:22:20Z,"After hearing the news that they would not be able to extort $1M from me, they went hostile w/ a series of incorrect &amp; ill-informed ads.",1,1397
iPhone,2016-02-12T19:45:53Z,"If @TedCruz doesn’t clean up his act, stop cheating, &amp; doing negative ads, I have standing to sue him for not being a natural born citizen.",1,1398
Android,2016-02-12T20:30:07Z,"Last time lightweight @JebBush tried to knock off @marcorubio he made a total fool of himself. If he doesn't do better this time, he is out!",1,1399
Android,2016-02-12T21:54:11Z,"Millions of $'s of false ads,  paid for by lobbyists-special interests of cheater @SenTedCruz  and sleepy @JebBush, are now running in S.C.",1,1400
iPhone,2016-02-12T23:12:19Z,#MakeAmericaGreatAgain! https://t.co/7zuMD4oxUq,1,1401
iPhone,2016-02-13T02:34:19Z,"11,000 inside venue tonight in Tampa! Broke record set by Elton John in 1988 w/out musical instruments! Another 5,000 outside. Will be back!",1,1402
iPhone,2016-02-13T02:44:07Z,When little Morty Zuckerman closes his failing @NYDailyNews will I at least be given some credit? Will happen soon.,1,1403
iPhone,2016-02-13T02:50:03Z,Word is that little Morty Zuckerman’s @NYDailyNews loses more than $50 million per year---can that be possible?,1,1404
Android,2016-02-13T04:57:25Z,Just got back from Tampa. It was an amazing evening with an even more amazing crowd - fantastic people! Will be in South Carolina tomorrow.,1,1405
iPhone,2016-02-13T15:01:40Z,"I am the only one who can fix this. Very sad. Will not happen under my watch! #MakeAmericaGreatAgain 
https://t.co/8MQ4imuTTi",1,1406
iPhone,2016-02-13T15:16:43Z,"Now an additional 600-700 jobs in America (2,000) being eliminated for move to Mexico- via Hartford Courant. https://t.co/bOIYQLqGRG",1,1407
iPhone,2016-02-13T16:37:07Z,"The RNC, which is probably not on my side, just illegally put out a fundraising notice saying Trump wants you to contribute to the RNC.",1,1408
iPhone,2016-02-13T16:38:14Z,"Totally unauthorized, do not pay. I am self funding my campaign! Notice has just been withdrawn. #Trump2016
#MakeAmericaGreatAgain",1,1409
Android,2016-02-13T16:43:32Z,"A very big thank you to Bill Donohue, head of The Catholic League, for the wonderful interview on @CNN and article in Newsmax! Great insight",1,1410
iPhone,2016-02-13T17:21:17Z,"""Get on Trump's List"" email from the RNC was not authorized. I am self funding my campaign! Do not pay. 
Email: https://t.co/6hKW7Ssxz4",1,1411
iPhone,2016-02-13T17:21:45Z,"Thank you, South Carolina! We will MAKE AMERICA SAFE &amp; GREAT AGAIN!
https://t.co/8pfvTZngrZ https://t.co/QiO0nwcFSA",1,1412
Android,2016-02-13T22:27:19Z,Love the people of South Carolina - look very much forward to the debate tonight.,1,1413
Android,2016-02-13T22:34:25Z,The totally unexpected loss of Supreme Court Justice Antonin Scalia is a massive setback for the Conservative movement and our COUNTRY!,1,1414
iPhone,2016-02-14T00:00:49Z,Wow! Honored to be chosen by the highly respected + accurate Washington &amp; Lee Mock Convention. I hope you are right - I will make you proud!,1,1415
iPhone,2016-02-14T00:11:36Z,Nasty Ted Cruz is at it again- same dirty tricks he used w/ @RealBenCarson- saying I may not be on ballot &amp; I hold liberal positions. LIES!,1,1416
iPhone,2016-02-14T00:13:10Z,Ted Cruz is a cheater! He holds the Bible high and then lies and misrepresents the facts!,1,1417
iPhone,2016-02-14T01:17:51Z,"On the way to the #GOPDebate with my wonderful wife @MelaniaTrump.
https://t.co/SnOnu6IHTC https://t.co/f0C429tvHO",1,1418
iPhone,2016-02-14T05:24:32Z,"Lightweight @JebBush said tonight he didn't know his family used private eminent domain in Texas- Lie! 
#GOPDebate",1,1419
iPhone,2016-02-14T05:27:38Z,Thank you! I miss my father.  https://t.co/1IPVwX0avU,1,1420
iPhone,2016-02-14T05:37:59Z,How can @JebBush beat Hillary Clinton- if he can't beat anyone else on the #GOPDebate stage with $150M? I am the only one who can!,1,1421
iPhone,2016-02-14T06:12:28Z,"All polls have me winning debate big- Drudge, TIME, etc. Dopey Charles Krauthammer still nasty. He has zero cred- totally dishonest!",1,1422
iPhone,2016-02-14T06:17:30Z,#MakeAmericaGreatAgain! https://t.co/Cwp6Ub5GqJ,1,1423
iPhone,2016-02-14T06:26:22Z,Hey @glennbeck- see how I beat your boy Ted- in your own Blaze poll? Your endorsement means nothing! #GOPDebate,1,1424
iPhone,2016-02-14T06:39:46Z,#GOPDebate #GoogleTrends https://t.co/yVxFubckNs,1,1425
Android,2016-02-14T12:56:20Z,"Even though every poll, Time, Drudge etc., has me winning the debate by a lot, @FoxNews only puts negative people on. Biased - a total joke!",1,1426
iPhone,2016-02-14T14:50:39Z,This shows what a complete &amp; total liar Ted Cruz is- he said he wouldn't have nominated John Roberts. Really? https://t.co/gBnsNgomom,1,1427
iPhone,2016-02-14T14:51:02Z,I will be on Face the Nation with John Dickerson on CBS this morning. Enjoy!,1,1428
iPhone,2016-02-14T17:27:48Z,"Thank you for your support! TOGETHER we will MAKE AMERICA GREAT AGAIN! 
https://t.co/fFN9pisyQ4 https://t.co/VxyuDwZmC9",1,1429
Android,2016-02-14T20:55:59Z,"Loved the debate last night, and almost everyone said I won, but the RNC did a terrible job of ticket distrbution. All donors &amp; special ints",1,1430
Android,2016-02-14T21:07:04Z,Tickets for future debates should be put out to the general public instead of being given to the lobbyists &amp; special interests - the bosses!,1,1431
Android,2016-02-14T21:10:20Z,"Wow, in the new CBS Poll I went way up into the forties! Thank you!",1,1432
Android,2016-02-14T22:02:19Z,"Ted Cruz, along with Jeb Bush, pushed Justice John Roberts onto the Supreme Court. Roberts could have killed ObamaCare twice, but didn't!",1,1433
Android,2016-02-15T11:05:15Z,"Funny that Jeb(!) didn't want help from his family in his failed campaign and didn't even want to use his last name.Then mommy, now brother!",1,1434
Android,2016-02-15T12:24:00Z,"Jeb Bush and Ted Cruz are not electable presidential candidates, Hillary would destroy them. Ted may not be eligible to run - born in Canada",1,1435
Android,2016-02-15T13:55:08Z,"I will be in South Carolina all week. Saturday is BIG, BIG, BIG! Get out and vote - MAKE AMERICA GREAT AGAIN",1,1436
Android,2016-02-15T14:04:31Z,"Now that George Bush is campaigning for Jeb(!), is he fair game for questions about World Trade Center, Iraq War and eco collapse? Careful!",1,1437
iPhone,2016-02-15T17:24:42Z,"I'd like to call JEB a liar, but the truth is he has no clue &amp; never revealed that he used Eminent Domain- when criticizing me! (1/2)",1,1438
iPhone,2016-02-15T17:24:53Z,"Jeb used Eminent Domain &amp; took advantage of a disabled vet in the process. (2/2)
https://t.co/eiBCld77tV",1,1439
iPhone,2016-02-15T17:29:40Z,"JEB is a hypocrite! Used massive private ""Eminent Domain"" --- Just another clueless politician! 
https://t.co/yZT3lSutt9",1,1440
iPhone,2016-02-15T20:23:12Z,"RESPONSE TO THE LIES OF SENATOR CRUZ: https://t.co/9PGo56YTqt
#Trump2016 #VoteTrumpSC",1,1441
iPhone,2016-02-15T21:16:00Z,"Thank you for your continued support!
#MakeAmericaGreatAgain https://t.co/cykncrrSRE",1,1442
iPhone,2016-02-16T03:53:29Z,"What a night! 10,000 amazing supporters in Greenville, South Carolina! THANK YOU!
VOTE on Saturday! #VoteTrumpSC https://t.co/jXYLRDayB7",1,1443
iPhone,2016-02-16T04:18:28Z,New South Carolina poll from PPP. Thank you! #VoteTrumpSC https://t.co/6618Oi6vle,1,1444
Android,2016-02-16T10:52:09Z,Spent the full day at meetings and a major rally yesterday in South Carolina. Great people and spirit. Today will be more of the same.,1,1445
Android,2016-02-16T11:22:02Z,"New PPP Poll just out - Trump up big, Cruz, Rubio and Bush down. The debate results, even with a stacked RNC audience, were wonderful!",1,1446
iPhone,2016-02-16T12:37:08Z,Thank you! #MakeAmericaGreatAgain https://t.co/tIBB3BMUvp,1,1447
iPhone,2016-02-16T17:59:42Z,Just sat down for a great interview with @PHussionWYFF in Greenville today. Watch at 5pm. An amazing day in South Carolina! #VoteTrumpSC,1,1448
iPhone,2016-02-16T18:21:12Z,#TeamTrump is thinking of Captain Andrew Maitner. A true American hero. #MaitnerStrong https://t.co/v96l7tUFWy https://t.co/uLuDOHEIB2,1,1449
iPhone,2016-02-16T21:09:52Z,"Thank you to the 2,500+ in North Augusta, South Carolina. Lines down the block! Don't forget to VOTE on Saturday! https://t.co/KayUN9rfIV",1,1450
iPhone,2016-02-16T22:54:29Z,"Thank you, South Carolina! #MakeAmericaGreatAgain #Trump2016 https://t.co/pIDqnY4IL3",1,1451
iPhone,2016-02-16T23:15:53Z,"Will be interviewed by @StephenAtHome tonight by phone- a late show first @CBS @colbertlateshow. Enjoy! 
#Colbert #LSSC",1,1452
Android,2016-02-17T03:04:22Z,"Explain to @brithume and @megynkelly, who know nothing, that I will beat Hillary and win states (and dem-indie votes) that no other R can!",1,1453
Android,2016-02-17T03:44:39Z,Thank you  @kayleighmcenany for your nice words - great knowledge and style! We are doing really well in South Carolina. @CNN @donlemon,1,1454
Android,2016-02-17T03:58:40Z,"Why does @megynkelly devote so much time on her shows to me, almost always negative?  Without me her ratings would tank. Get a life Megyn!",1,1455
Android,2016-02-17T11:08:15Z,"Interesting how President Obama so haltingly said I ""would never be president"" - This from perhaps the worst president in U.S. history!",1,1456
iPhone,2016-02-17T14:40:24Z,"I will beat Hillary easily, but Lindsey Graham says I won't, and yet he got zero against me- no cred! Why does FOX put him on?",1,1457
iPhone,2016-02-17T16:10:30Z,"Just out Nevada poll shows Jeb Bush at 1%, he should take his dumb mouthpiece, @LindseyGrahamSC, and just go home.",1,1458
iPhone,2016-02-17T16:11:24Z,"Jeb Bush just got contact lenses and got rid of the glasses. He wants to look cool, but it's far too late. 1% in Nevada!",1,1459
iPhone,2016-02-17T16:22:35Z,#MakeAmericaGreatAgain #Trump2016 https://t.co/uMLm0Gd3lX,1,1460
iPhone,2016-02-17T16:31:34Z,Thank you Nevada! #MakeAmericaGreatAgain #Trump2016 https://t.co/n6hGfdCWuv,1,1461
iPhone,2016-02-17T16:34:55Z,"THANK YOU AMERICA! 
#MakeAmericaGreatAgain #Trump2016 https://t.co/TRrdR0nlpM",1,1462
iPhone,2016-02-17T23:17:33Z,"Join us tomorrow in Kiawah, South Carolina! #SCPrimary #VoteTrumpSC
#Trump2016 
https://t.co/pG868uImBb",1,1463
Android,2016-02-18T10:44:28Z,"Amazing that while I lead by big numbers in the new Q and and USA Today polls, the the press only wants to report on the phony WSJ/NBC poll.",1,1464
Android,2016-02-18T10:53:34Z,"The just out USA Today National Poll, where I lead by big numbers, shows that in a head to head matchup, I beat both Hillary and Bernie.",1,1465
Android,2016-02-18T11:25:40Z,I love being in South Carolina. We are leading big in all of the State polls - Saturday is a BIG day. MAKE AMERICA GREAT AGAIN!,1,1466
Android,2016-02-18T12:26:46Z,New CBS National Poll just out - massive lead for Trump. The Wall Street Journal/NBC Poll is a total joke. No wonder WSJ is doing so badly!,1,1467
iPhone,2016-02-18T13:11:02Z,"Thank you America! #Trump2016
https://t.co/U9L0ja3frk https://t.co/oqv2dSa1ET",1,1468
iPhone,2016-02-18T13:27:55Z,#MakeAmericaGreatAgain #Trump2016 https://t.co/nrcrU08sQ6,1,1469
iPhone,2016-02-18T13:30:38Z,"Thank you South Carolina! Together, WE WILL MAKE AMERICA GREAT AGAIN! #VoteTrumpSC https://t.co/ZkXPm9lPL1",1,1470
Android,2016-02-18T14:11:18Z,I agree with Marco Rubio that Ted Cruz is a liar!,1,1471
iPhone,2016-02-18T18:07:32Z,"Response to the Pope:
https://t.co/iWDjTIQyhE",1,1472
iPhone,2016-02-18T20:14:22Z,"Join us tomorrow night in Charleston, South Carolina! #SCPrimary #Trump2016 https://t.co/VauoRmgcVz",1,1473
iPhone,2016-02-18T20:16:04Z,"Join us Saturday night- for the South Carolina Primary Watch Party!
#SCPrimary #Trump2016 https://t.co/AqRhLydI0u",1,1474
iPhone,2016-02-19T00:08:24Z,"We will MAKE AMERICA SAFE &amp; GREAT AGAIN! #Trump2016 #VoteTrumpSC
https://t.co/wG4RgO0pNm https://t.co/3XpJvBZuk5",1,1475
iPhone,2016-02-19T00:11:57Z,Tonight I will be on @FoxNews with @SeanHannity at 10pm and @CNN w/ @AndersonCooper at 10:10pm. Enjoy! #VoteTrumpSC #Trump2016,1,1476
iPhone,2016-02-19T18:52:38Z,Thank you South Carolina! Everyone get out and vote tomorrow! We will #MakeAmericaGreatAgain! https://t.co/Q2qxHINAHo,1,1477
iPhone,2016-02-19T18:56:48Z,"A message from @IvankaTrump! #SCPrimary #VoteTrumpSC #MakeAmericaGreatAgain 
Video: https://t.co/5NZw5Bs6NR https://t.co/KEx85mQxEv",1,1478
iPhone,2016-02-19T20:28:32Z,"I was asked about healthcare by Anderson Cooper &amp; have been consistent- I will repeal all of #ObamaCare, including the mandate, period.",1,1479
iPhone,2016-02-19T20:29:01Z,"I was referring to a backstop for pre-existing conditions. I will eliminate the law, in its entirety, &amp; replace it w/ something much better.",1,1480
iPhone,2016-02-19T20:29:22Z,"I will replace it with private plans, health savings accounts, &amp; allow purchasing across state lines. Maximum choice &amp; freedom for consumer.",1,1481
iPhone,2016-02-19T20:29:43Z,I’m self-funding and I am going to take care of the people – not the special interests and insurance companies like the other candidates.,1,1482
iPhone,2016-02-19T20:30:24Z,"Remember, Cruz and Bush gave us Roberts who upheld #ObamaCare twice! I am the only one who will #MAKEAMERICAGREATAGAIN!",1,1483
iPhone,2016-02-19T20:49:02Z,#MakeAmericaGreatAgain #Trump2016  https://t.co/zIn9Zl4Ukx,1,1484
iPhone,2016-02-19T20:49:57Z,#MakeAmericaGreatAgain #Trump2016 https://t.co/6hP6PzPkY5,1,1485
iPhone,2016-02-19T21:00:59Z,I have built so many great &amp; complicated projects– creating tens of thousands of jobs-video: https://t.co/9cqt78cGiT https://t.co/4Q7oJHKoqV,1,1486
Android,2016-02-19T21:38:07Z,Boycott all Apple products  until such time as Apple gives cellphone info to authorities regarding radical Islamic terrorist couple from Cal,1,1487
Android,2016-02-19T21:49:15Z,"Just finished two major speeches in South Carolina. Big crowds, great people. Going for a third now!",1,1488
Android,2016-02-19T21:51:51Z,MAKE AMERICA GREAT AGAIN!,1,1489
Android,2016-02-20T13:59:13Z,Lying #Ted Cruz just (on election day) came out with a sneak and sleazy Robocall. He holds up the Bible but in fact is a true lowlife pol!,1,1490
Android,2016-02-20T15:31:23Z,I am the only candidate (in many years) who is self-funding his campaign. Lobbyists and $ interests totally control all other candidates!,1,1491
Android,2016-02-20T16:42:11Z,I wonder if President Obama would have attended the funeral of Justice Scalia if it were held in a Mosque? Very sad that he did not go!,1,1492
Android,2016-02-20T17:02:44Z,Remember that Marco Rubio is very weak on illegal immigration. South Carolina needs strength as illegals and Syrians pour in. Don't allow it,1,1493
Android,2016-02-20T17:39:24Z,"South Carolina voters have the future of our country in their hands. Vote now (today), and MAKE AMERICA GREAT AGAIN!",1,1494
Android,2016-02-21T00:05:57Z,People (pundits) gave me no chance in South Carolina. Now it looks like a possible win. I would be happy with a one vote victory! (HOPE),1,1495
Android,2016-02-21T03:01:10Z,"What a great night. Thank you South Carolina, a special place with truly amazing people! LOVE",1,1496
Android,2016-02-21T11:09:50Z,"Thank you @SarahPalinUSA for your amazing help and support. Big win, leaving now for Atlanta and Nevada.The people of South Carolina got it!",1,1497
Android,2016-02-21T11:36:28Z,I will be live on all of the major morning talk shows. Enjoy!,1,1498
Android,2016-02-21T11:52:51Z,The failing @WSJ Wall Street Journal should fire both its pollster and its Editorial Board. Seldom has a paper been so wrong.Totally biased!,1,1499
Android,2016-02-21T15:57:11Z,A quote was read from a parody account last night on MSNBC re: Jeb.  https://t.co/4twxJ4blje,1,1500
Android,2016-02-21T16:04:46Z,Thank you South Carolina!  https://t.co/U1HoDmuuH3,1,1501
